Year,Month,Product ID,Category,Region,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing
2022.0,1.0,P0012,Furniture,East,145.0,194.0,147.73,92.42,10.0,Sunny,0.0,97.22
2022.0,1.0,P0013,Electronics,West,331.0,162.0,342.0,20.13,20.0,Snowy,1.0,24.22
2022.0,1.0,P0014,Furniture,East,256.0,168.0,267.54,51.94,10.0,Snowy,0.0,54.91
2022.0,1.0,P0015,Electronics,North,135.0,145.0,128.97,19.51,10.0,Sunny,1.0,24.3
2022.0,1.0,P0016,Electronics,North,163.0,56.0,166.53,81.94,0.0,Cloudy,1.0,79.28
2022.0,1.0,P0017,Toys,South,105.0,85.0,113.96,94.97,5.0,Rainy,0.0,91.43
2022.0,1.0,P0018,Toys,West,39.0,37.0,37.83,65.26,20.0,Cloudy,1.0,69.04
2022.0,1.0,P0019,Groceries,East,41.0,174.0,40.63,21.49,20.0,Cloudy,1.0,23.14
2022.0,1.0,P0020,Groceries,West,59.0,21.0,71.18,30.67,15.0,Sunny,1.0,25.88
2022.0,1.0,P0001,Toys,North,53.0,189.0,62.9,21.2,20.0,Sunny,0.0,18.82
2022.0,1.0,P0002,Clothing,West,149.0,35.0,142.88,48.65,10.0,Cloudy,1.0,45.55
2022.0,1.0,P0003,Toys,East,208.0,23.0,202.85,61.05,10.0,Cloudy,1.0,62.64
2022.0,1.0,P0004,Electronics,South,61.0,25.0,70.2,57.98,20.0,Rainy,1.0,60.38
2022.0,1.0,P0005,Groceries,East,211.0,35.0,207.67,10.83,20.0,Sunny,1.0,11.86
2022.0,1.0,P0006,Furniture,North,223.0,111.0,232.03,61.72,5.0,Snowy,1.0,62.81
2022.0,1.0,P0007,Toys,South,93.0,177.0,105.58,42.82,5.0,Sunny,0.0,45.41
2022.0,1.0,P0008,Groceries,West,150.0,96.0,162.16,74.0,5.0,Snowy,1.0,69.22
2022.0,1.0,P0009,Toys,East,147.0,81.0,141.76,21.5,5.0,Sunny,1.0,18.34
2022.0,1.0,P0010,Clothing,East,209.0,57.0,201.37,72.32,5.0,Cloudy,1.0,74.51
2022.0,1.0,P0011,Groceries,North,40.0,159.0,55.57,50.72,5.0,Rainy,0.0,54.08
2022.0,1.0,P0012,Toys,West,8.0,78.0,1.3,44.41,15.0,Sunny,1.0,39.42
2022.0,1.0,P0013,Groceries,West,241.0,86.0,239.85,95.4,0.0,Sunny,1.0,91.51
2022.0,1.0,P0014,Groceries,West,8.0,37.0,4.09,72.93,10.0,Sunny,0.0,72.3
2022.0,1.0,P0015,Groceries,South,230.0,20.0,241.79,96.08,0.0,Rainy,0.0,92.66
2022.0,1.0,P0016,Clothing,South,89.0,162.0,91.65,19.72,15.0,Sunny,1.0,18.2
2022.0,1.0,P0017,Clothing,East,116.0,49.0,126.12,60.49,20.0,Cloudy,1.0,61.93
2022.0,1.0,P0018,Furniture,East,125.0,199.0,131.84,88.88,15.0,Sunny,0.0,89.6
2022.0,1.0,P0019,Furniture,South,83.0,195.0,100.37,42.53,0.0,Snowy,1.0,46.54
2022.0,1.0,P0020,Groceries,West,96.0,44.0,107.46,20.84,10.0,Sunny,1.0,21.93
2022.0,1.0,P0001,Electronics,South,350.0,178.0,352.24,41.72,0.0,Sunny,1.0,38.68
2022.0,1.0,P0002,Clothing,North,9.0,67.0,28.55,96.33,15.0,Cloudy,1.0,95.03
2022.0,1.0,P0003,Toys,East,153.0,107.0,147.91,18.67,5.0,Sunny,1.0,19.14
2022.0,1.0,P0004,Groceries,West,5.0,188.0,17.43,64.74,15.0,Snowy,0.0,65.03
2022.0,1.0,P0005,Toys,North,343.0,32.0,353.75,83.56,0.0,Sunny,0.0,86.48
2022.0,1.0,P0006,Groceries,North,45.0,174.0,41.19,59.23,5.0,Rainy,0.0,54.92
2022.0,1.0,P0007,Electronics,South,81.0,177.0,98.81,34.2,15.0,Sunny,1.0,37.95
2022.0,1.0,P0008,Clothing,East,194.0,80.0,202.27,83.93,10.0,Snowy,0.0,84.92
2022.0,1.0,P0009,Clothing,West,169.0,46.0,171.32,75.93,20.0,Cloudy,1.0,78.51
2022.0,1.0,P0010,Toys,South,40.0,148.0,38.87,69.78,15.0,Cloudy,1.0,65.21
2022.0,1.0,P0011,Groceries,North,106.0,28.0,123.38,52.18,5.0,Cloudy,1.0,50.67
2022.0,1.0,P0012,Electronics,South,50.0,101.0,56.16,13.88,20.0,Rainy,0.0,13.91
2022.0,1.0,P0013,Toys,North,85.0,142.0,90.58,44.84,20.0,Sunny,0.0,44.08
2022.0,1.0,P0014,Electronics,East,51.0,63.0,68.07,78.24,5.0,Snowy,0.0,79.19
2022.0,1.0,P0015,Toys,East,342.0,108.0,340.97,44.74,10.0,Snowy,1.0,45.62
2022.0,1.0,P0016,Electronics,East,98.0,52.0,100.51,52.49,5.0,Cloudy,1.0,49.14
2022.0,1.0,P0017,Electronics,North,418.0,98.0,433.88,91.79,5.0,Snowy,1.0,90.65
2022.0,1.0,P0018,Clothing,North,316.0,107.0,306.77,52.06,5.0,Rainy,0.0,50.29
2022.0,1.0,P0019,Groceries,West,284.0,78.0,292.13,37.43,5.0,Snowy,0.0,33.91
2022.0,1.0,P0020,Toys,North,55.0,33.0,66.56,10.99,0.0,Cloudy,0.0,7.6
2022.0,1.0,P0001,Groceries,South,155.0,102.0,149.74,78.43,15.0,Cloudy,1.0,82.14
2022.0,1.0,P0002,Toys,North,29.0,101.0,25.81,96.63,5.0,Rainy,1.0,95.9
2022.0,1.0,P0003,Electronics,North,50.0,179.0,62.18,58.55,15.0,Snowy,0.0,57.36
2022.0,1.0,P0004,Electronics,East,137.0,177.0,144.48,60.26,15.0,Rainy,1.0,63.81
2022.0,1.0,P0005,Toys,South,242.0,102.0,249.33,94.9,20.0,Sunny,1.0,98.8
2022.0,1.0,P0006,Groceries,South,71.0,151.0,69.31,95.07,5.0,Cloudy,1.0,90.08
2022.0,1.0,P0007,Clothing,East,237.0,66.0,256.19,91.4,15.0,Cloudy,0.0,91.21
2022.0,1.0,P0008,Electronics,West,45.0,152.0,35.45,81.13,10.0,Cloudy,1.0,84.71
2022.0,1.0,P0009,Electronics,North,252.0,166.0,258.01,72.99,20.0,Cloudy,1.0,71.11
2022.0,1.0,P0010,Electronics,South,222.0,59.0,212.54,11.3,10.0,Cloudy,0.0,7.69
2022.0,1.0,P0011,Clothing,East,334.0,155.0,345.11,91.41,10.0,Snowy,1.0,88.3
2022.0,1.0,P0012,Electronics,South,45.0,141.0,44.15,51.28,5.0,Cloudy,0.0,49.5
2022.0,1.0,P0013,Furniture,West,270.0,81.0,289.15,26.81,15.0,Sunny,1.0,26.46
2022.0,1.0,P0014,Toys,North,87.0,101.0,93.59,23.4,5.0,Snowy,1.0,24.43
2022.0,1.0,P0015,Electronics,West,270.0,162.0,264.3,71.86,20.0,Sunny,0.0,69.87
2022.0,1.0,P0016,Furniture,North,178.0,114.0,179.94,52.98,0.0,Sunny,1.0,54.51
2022.0,1.0,P0017,Electronics,South,50.0,99.0,62.54,48.77,5.0,Snowy,1.0,46.12
2022.0,1.0,P0018,Furniture,West,95.0,63.0,103.86,45.68,0.0,Sunny,1.0,45.36
2022.0,1.0,P0019,Clothing,West,45.0,68.0,46.59,15.25,15.0,Sunny,0.0,20.13
2022.0,1.0,P0020,Clothing,East,391.0,48.0,397.01,99.92,15.0,Snowy,1.0,95.92
2022.0,1.0,P0001,Clothing,East,112.0,66.0,106.74,84.48,0.0,Snowy,0.0,89.23
2022.0,1.0,P0002,Groceries,North,337.0,95.0,336.29,45.42,5.0,Sunny,0.0,48.52
2022.0,1.0,P0003,Groceries,East,98.0,47.0,112.01,71.37,10.0,Rainy,1.0,69.07
2022.0,1.0,P0004,Electronics,East,34.0,150.0,43.23,30.87,20.0,Snowy,1.0,35.29
2022.0,1.0,P0005,Furniture,West,4.0,143.0,-1.33,60.22,0.0,Cloudy,1.0,58.63
2022.0,1.0,P0006,Toys,East,65.0,138.0,59.54,82.33,15.0,Rainy,0.0,80.8
2022.0,1.0,P0007,Clothing,North,21.0,49.0,13.86,51.57,20.0,Cloudy,1.0,49.43
2022.0,1.0,P0008,Clothing,South,100.0,134.0,106.79,22.73,5.0,Cloudy,1.0,25.27
2022.0,1.0,P0009,Electronics,South,331.0,128.0,343.88,32.9,20.0,Snowy,0.0,36.09
2022.0,1.0,P0010,Toys,East,40.0,65.0,51.32,85.57,20.0,Rainy,0.0,82.49
2022.0,1.0,P0011,Clothing,West,48.0,99.0,63.04,87.39,5.0,Cloudy,1.0,87.16
2022.0,1.0,P0012,Electronics,East,393.0,149.0,388.39,78.81,10.0,Sunny,1.0,81.37
2022.0,1.0,P0013,Groceries,East,116.0,35.0,126.41,26.29,15.0,Cloudy,1.0,22.02
2022.0,1.0,P0014,Electronics,West,198.0,146.0,205.97,82.3,15.0,Rainy,0.0,86.23
2022.0,1.0,P0015,Electronics,South,67.0,92.0,68.42,15.65,15.0,Snowy,1.0,18.07
2022.0,1.0,P0016,Clothing,West,55.0,77.0,73.48,63.07,20.0,Sunny,0.0,60.96
2022.0,1.0,P0017,Clothing,North,312.0,171.0,312.76,27.22,0.0,Snowy,0.0,24.53
2022.0,1.0,P0018,Groceries,North,169.0,33.0,179.09,35.56,10.0,Cloudy,1.0,37.14
2022.0,1.0,P0019,Furniture,West,141.0,124.0,160.89,32.55,20.0,Snowy,0.0,32.84
2022.0,1.0,P0020,Electronics,North,225.0,190.0,216.77,83.51,15.0,Sunny,1.0,86.47
2022.0,1.0,P0001,Clothing,West,253.0,163.0,250.85,80.62,0.0,Rainy,0.0,79.01
2022.0,1.0,P0002,Toys,North,74.0,131.0,89.7,98.46,5.0,Snowy,1.0,101.18
2022.0,1.0,P0003,Toys,East,58.0,54.0,64.75,89.88,10.0,Snowy,0.0,94.46
2022.0,1.0,P0004,Electronics,North,117.0,88.0,121.07,52.5,20.0,Snowy,1.0,54.96
2022.0,1.0,P0005,Electronics,East,242.0,128.0,239.56,97.22,15.0,Cloudy,1.0,96.74
2022.0,1.0,P0006,Electronics,East,97.0,111.0,108.83,65.21,5.0,Sunny,0.0,64.54
2022.0,1.0,P0007,Clothing,West,239.0,104.0,236.49,59.25,20.0,Cloudy,1.0,57.58
2022.0,1.0,P0008,Clothing,West,307.0,51.0,319.38,46.11,20.0,Rainy,0.0,41.37
2022.0,1.0,P0009,Toys,North,250.0,194.0,247.52,88.74,15.0,Rainy,0.0,87.46
2022.0,1.0,P0010,Furniture,North,57.0,165.0,70.92,72.52,5.0,Rainy,1.0,77.37
2022.0,1.0,P0011,Furniture,East,156.0,75.0,153.2,34.38,0.0,Rainy,0.0,31.76
2022.0,1.0,P0012,Toys,South,175.0,171.0,192.43,53.55,5.0,Snowy,0.0,52.61
2022.0,1.0,P0013,Electronics,South,6.0,151.0,5.33,40.8,15.0,Rainy,1.0,38.42
2022.0,1.0,P0014,Toys,West,3.0,79.0,14.41,22.99,20.0,Snowy,0.0,26.24
2022.0,1.0,P0015,Electronics,North,14.0,150.0,23.41,94.54,0.0,Rainy,1.0,89.88
2022.0,1.0,P0016,Toys,North,85.0,134.0,82.18,45.82,10.0,Rainy,0.0,44.57
2022.0,1.0,P0017,Toys,West,222.0,75.0,219.47,75.5,10.0,Snowy,1.0,79.83
2022.0,1.0,P0018,Groceries,East,259.0,197.0,271.23,19.47,15.0,Rainy,1.0,15.6
2022.0,1.0,P0019,Furniture,South,59.0,143.0,73.6,89.82,5.0,Rainy,1.0,92.02
2022.0,1.0,P0020,Toys,West,245.0,139.0,250.65,61.06,15.0,Snowy,1.0,59.95
2022.0,1.0,P0001,Toys,West,408.0,114.0,407.25,89.6,20.0,Rainy,0.0,94.16
2022.0,1.0,P0002,Clothing,East,178.0,97.0,172.45,78.44,20.0,Rainy,0.0,75.44
2022.0,1.0,P0003,Clothing,West,28.0,192.0,43.08,13.88,0.0,Sunny,0.0,11.35
2022.0,1.0,P0004,Toys,West,72.0,133.0,74.53,21.72,5.0,Sunny,0.0,25.34
2022.0,1.0,P0005,Furniture,North,101.0,67.0,106.31,90.11,10.0,Rainy,0.0,85.86
2022.0,1.0,P0006,Clothing,South,151.0,27.0,157.09,55.34,5.0,Snowy,1.0,52.57
2022.0,1.0,P0007,Electronics,East,384.0,53.0,382.37,40.06,15.0,Sunny,0.0,43.5
2022.0,1.0,P0008,Furniture,North,123.0,94.0,132.65,49.76,5.0,Rainy,0.0,44.85
2022.0,1.0,P0009,Toys,South,207.0,176.0,199.24,88.92,15.0,Snowy,0.0,87.53
2022.0,1.0,P0010,Toys,East,98.0,56.0,94.99,91.41,0.0,Snowy,1.0,92.16
2022.0,1.0,P0011,Clothing,East,338.0,109.0,330.41,54.48,20.0,Sunny,0.0,53.24
2022.0,1.0,P0012,Groceries,West,152.0,113.0,159.59,95.44,0.0,Cloudy,0.0,95.95
2022.0,1.0,P0013,Clothing,North,253.0,65.0,269.96,41.74,5.0,Sunny,1.0,44.33
2022.0,1.0,P0014,Electronics,South,304.0,171.0,296.09,55.76,5.0,Sunny,0.0,51.67
2022.0,1.0,P0015,Electronics,West,19.0,186.0,36.63,10.4,20.0,Rainy,0.0,11.15
2022.0,1.0,P0016,Clothing,North,222.0,166.0,215.32,41.91,0.0,Snowy,1.0,46.88
2022.0,1.0,P0017,Electronics,North,200.0,27.0,196.83,50.57,5.0,Rainy,0.0,48.42
2022.0,1.0,P0018,Electronics,North,113.0,148.0,129.24,79.83,5.0,Rainy,0.0,81.85
2022.0,1.0,P0019,Furniture,East,148.0,91.0,164.34,34.29,5.0,Snowy,0.0,29.39
2022.0,1.0,P0020,Furniture,East,214.0,147.0,220.09,17.26,5.0,Sunny,1.0,14.58
2022.0,1.0,P0001,Electronics,West,36.0,132.0,39.5,32.68,5.0,Snowy,1.0,34.71
2022.0,1.0,P0002,Toys,South,183.0,121.0,173.86,42.03,5.0,Rainy,0.0,41.89
2022.0,1.0,P0003,Groceries,West,38.0,177.0,31.02,29.15,10.0,Snowy,0.0,24.21
2022.0,1.0,P0004,Electronics,East,18.0,124.0,15.62,74.05,20.0,Cloudy,1.0,76.45
2022.0,1.0,P0005,Toys,East,59.0,108.0,76.93,23.43,20.0,Cloudy,1.0,19.08
2022.0,1.0,P0006,Toys,West,151.0,57.0,150.5,27.82,5.0,Snowy,0.0,25.22
2022.0,1.0,P0007,Clothing,South,323.0,113.0,317.12,84.01,0.0,Rainy,0.0,82.9
2022.0,1.0,P0008,Furniture,West,76.0,189.0,70.45,48.96,5.0,Cloudy,0.0,47.4
2022.0,1.0,P0009,Toys,North,138.0,162.0,141.94,43.24,0.0,Cloudy,1.0,42.57
2022.0,1.0,P0010,Clothing,East,113.0,82.0,111.02,63.67,0.0,Snowy,0.0,60.13
2022.0,1.0,P0011,Clothing,North,88.0,146.0,89.39,11.14,0.0,Cloudy,1.0,12.33
2022.0,1.0,P0012,Groceries,West,16.0,158.0,8.63,18.93,10.0,Cloudy,1.0,19.04
2022.0,1.0,P0013,Clothing,North,284.0,188.0,294.19,86.6,10.0,Sunny,1.0,83.44
2022.0,1.0,P0014,Furniture,West,269.0,139.0,288.12,24.95,0.0,Snowy,1.0,22.85
2022.0,1.0,P0015,Clothing,East,381.0,66.0,394.0,56.71,20.0,Sunny,0.0,56.78
2022.0,1.0,P0016,Clothing,North,80.0,44.0,99.31,58.05,20.0,Snowy,1.0,53.34
2022.0,1.0,P0017,Clothing,West,84.0,191.0,90.29,83.04,0.0,Cloudy,0.0,80.87
2022.0,1.0,P0018,Furniture,West,8.0,59.0,11.98,81.47,20.0,Sunny,1.0,83.82
2022.0,1.0,P0019,Clothing,North,65.0,50.0,68.14,46.67,5.0,Cloudy,0.0,50.75
2022.0,1.0,P0020,Electronics,North,221.0,96.0,214.44,24.61,5.0,Cloudy,0.0,23.61
2022.0,1.0,P0001,Groceries,West,42.0,158.0,56.12,31.79,5.0,Snowy,0.0,29.67
2022.0,1.0,P0002,Toys,East,70.0,191.0,61.73,36.13,20.0,Cloudy,0.0,32.2
2022.0,1.0,P0003,Furniture,South,11.0,181.0,15.25,49.6,5.0,Sunny,1.0,50.07
2022.0,1.0,P0004,Clothing,North,54.0,122.0,62.16,38.68,20.0,Cloudy,0.0,34.54
2022.0,1.0,P0005,Groceries,South,36.0,166.0,26.1,10.06,5.0,Snowy,1.0,7.89
2022.0,1.0,P0006,Toys,West,229.0,145.0,226.45,62.31,5.0,Snowy,0.0,66.62
2022.0,1.0,P0007,Toys,West,94.0,50.0,107.56,48.84,5.0,Snowy,0.0,45.8
2022.0,1.0,P0008,Groceries,West,212.0,82.0,227.94,24.63,5.0,Cloudy,1.0,28.34
2022.0,1.0,P0009,Toys,East,178.0,157.0,181.48,87.82,20.0,Snowy,0.0,91.32
2022.0,1.0,P0010,Electronics,West,300.0,197.0,304.96,63.39,15.0,Snowy,1.0,60.96
2022.0,1.0,P0011,Toys,South,345.0,122.0,355.64,56.76,10.0,Sunny,1.0,55.94
2022.0,1.0,P0012,Clothing,South,147.0,77.0,162.71,33.95,15.0,Sunny,1.0,34.5
2022.0,1.0,P0013,Furniture,West,104.0,46.0,122.12,30.8,15.0,Snowy,1.0,26.83
2022.0,1.0,P0014,Groceries,South,73.0,25.0,64.18,48.94,10.0,Rainy,0.0,51.54
2022.0,1.0,P0015,Groceries,South,293.0,81.0,293.45,31.05,10.0,Rainy,1.0,34.23
2022.0,1.0,P0016,Electronics,South,71.0,149.0,63.71,44.98,0.0,Cloudy,1.0,46.57
2022.0,1.0,P0017,Furniture,South,21.0,85.0,29.29,91.69,20.0,Cloudy,0.0,89.07
2022.0,1.0,P0018,Furniture,North,22.0,129.0,21.8,26.6,10.0,Rainy,0.0,29.87
2022.0,1.0,P0019,Toys,East,31.0,52.0,21.94,84.73,10.0,Snowy,0.0,85.3
2022.0,1.0,P0020,Groceries,East,259.0,151.0,270.1,95.77,5.0,Rainy,1.0,92.6
2022.0,1.0,P0001,Toys,South,57.0,61.0,59.64,21.01,15.0,Rainy,1.0,24.33
2022.0,1.0,P0002,Clothing,East,79.0,68.0,72.88,40.83,5.0,Rainy,1.0,37.97
2022.0,1.0,P0003,Furniture,North,7.0,195.0,9.75,67.15,15.0,Snowy,0.0,66.45
2022.0,1.0,P0004,Clothing,West,92.0,54.0,105.52,94.47,0.0,Snowy,0.0,92.82
2022.0,1.0,P0005,Groceries,West,248.0,190.0,262.45,15.86,20.0,Rainy,0.0,19.76
2022.0,1.0,P0006,Toys,East,89.0,159.0,90.46,77.71,10.0,Cloudy,1.0,73.15
2022.0,1.0,P0007,Clothing,North,120.0,45.0,139.15,24.06,0.0,Sunny,1.0,27.82
2022.0,1.0,P0008,Furniture,South,216.0,57.0,207.11,96.13,15.0,Rainy,0.0,96.95
2022.0,1.0,P0009,Furniture,North,335.0,169.0,335.31,22.27,10.0,Sunny,1.0,22.9
2022.0,1.0,P0010,Electronics,North,158.0,176.0,148.76,37.11,20.0,Sunny,1.0,39.36
2022.0,1.0,P0011,Electronics,North,91.0,23.0,82.67,76.21,0.0,Cloudy,0.0,74.7
2022.0,1.0,P0012,Furniture,South,320.0,35.0,315.25,47.54,10.0,Rainy,1.0,50.18
2022.0,1.0,P0013,Furniture,East,67.0,123.0,82.23,87.82,0.0,Cloudy,0.0,83.78
2022.0,1.0,P0014,Groceries,West,79.0,117.0,85.44,63.08,20.0,Rainy,0.0,64.97
2022.0,1.0,P0015,Toys,West,84.0,142.0,79.33,10.85,5.0,Rainy,1.0,14.0
2022.0,1.0,P0016,Toys,South,87.0,83.0,99.16,75.19,5.0,Cloudy,0.0,78.92
2022.0,1.0,P0017,Electronics,South,18.0,37.0,12.75,67.68,10.0,Cloudy,0.0,67.99
2022.0,1.0,P0018,Electronics,North,369.0,98.0,365.01,45.57,15.0,Snowy,1.0,42.36
2022.0,1.0,P0019,Clothing,West,170.0,20.0,164.18,95.52,0.0,Cloudy,0.0,93.62
2022.0,1.0,P0020,Clothing,West,192.0,198.0,201.77,66.95,20.0,Cloudy,1.0,71.86
2022.0,1.0,P0001,Groceries,East,280.0,145.0,279.05,20.82,0.0,Cloudy,0.0,17.27
2022.0,1.0,P0002,Clothing,East,236.0,82.0,243.09,96.0,0.0,Snowy,0.0,98.28
2022.0,1.0,P0003,Toys,West,107.0,53.0,101.45,85.09,0.0,Rainy,1.0,82.52
2022.0,1.0,P0004,Furniture,South,40.0,173.0,40.99,45.22,5.0,Sunny,1.0,43.46
2022.0,1.0,P0005,Toys,North,27.0,80.0,25.55,98.97,10.0,Cloudy,1.0,100.43
2022.0,1.0,P0006,Toys,North,102.0,94.0,110.85,23.47,0.0,Sunny,0.0,28.37
2022.0,1.0,P0007,Clothing,West,110.0,87.0,100.75,73.43,10.0,Sunny,1.0,70.42
2022.0,1.0,P0008,Electronics,North,135.0,68.0,141.9,71.06,10.0,Rainy,0.0,71.8
2022.0,1.0,P0009,Groceries,East,12.0,24.0,22.88,52.85,5.0,Snowy,0.0,49.41
2022.0,1.0,P0010,Groceries,South,259.0,26.0,250.33,89.31,0.0,Rainy,1.0,88.85
2022.0,1.0,P0011,Groceries,North,110.0,47.0,127.48,82.33,15.0,Sunny,1.0,78.97
2022.0,1.0,P0012,Clothing,East,53.0,160.0,51.14,65.05,10.0,Snowy,1.0,67.32
2022.0,1.0,P0013,Furniture,West,35.0,169.0,27.92,64.37,20.0,Cloudy,0.0,62.68
2022.0,1.0,P0014,Electronics,West,349.0,155.0,355.24,75.88,15.0,Snowy,1.0,71.65
2022.0,1.0,P0015,Groceries,South,178.0,102.0,175.65,52.89,10.0,Snowy,0.0,55.83
2022.0,1.0,P0016,Clothing,West,201.0,141.0,202.21,78.7,0.0,Cloudy,1.0,82.16
2022.0,1.0,P0017,Furniture,South,264.0,98.0,277.98,16.08,10.0,Snowy,1.0,13.32
2022.0,1.0,P0018,Groceries,North,35.0,106.0,36.58,72.14,20.0,Rainy,0.0,74.88
2022.0,1.0,P0019,Electronics,West,73.0,87.0,72.79,52.67,10.0,Cloudy,0.0,50.56
2022.0,1.0,P0020,Electronics,West,215.0,154.0,207.04,49.52,10.0,Sunny,1.0,53.69
2022.0,1.0,P0001,Furniture,West,23.0,102.0,18.75,30.18,15.0,Cloudy,1.0,26.91
2022.0,1.0,P0002,Clothing,North,211.0,159.0,220.04,56.35,10.0,Rainy,1.0,58.67
2022.0,1.0,P0003,Electronics,South,28.0,146.0,43.2,56.87,5.0,Snowy,1.0,61.07
2022.0,1.0,P0004,Furniture,North,40.0,149.0,48.74,77.7,20.0,Snowy,1.0,74.51
2022.0,1.0,P0005,Electronics,East,112.0,185.0,109.37,31.47,5.0,Snowy,1.0,35.0
2022.0,1.0,P0006,Clothing,South,112.0,180.0,131.57,86.12,0.0,Rainy,0.0,82.46
2022.0,1.0,P0007,Furniture,East,140.0,110.0,133.11,81.91,0.0,Cloudy,0.0,81.5
2022.0,1.0,P0008,Groceries,North,94.0,137.0,108.16,82.5,15.0,Rainy,0.0,87.39
2022.0,1.0,P0009,Groceries,North,177.0,62.0,181.88,70.69,5.0,Rainy,1.0,73.15
2022.0,1.0,P0010,Electronics,South,209.0,185.0,222.54,21.75,5.0,Snowy,0.0,23.91
2022.0,1.0,P0011,Groceries,North,46.0,145.0,51.3,60.87,15.0,Cloudy,1.0,60.0
2022.0,1.0,P0012,Toys,South,62.0,68.0,77.34,79.0,10.0,Rainy,0.0,75.64
2022.0,1.0,P0013,Groceries,East,176.0,120.0,183.7,33.77,0.0,Snowy,0.0,30.48
2022.0,1.0,P0014,Electronics,North,21.0,111.0,13.92,80.06,5.0,Sunny,0.0,78.11
2022.0,1.0,P0015,Furniture,West,300.0,31.0,311.48,61.44,0.0,Sunny,0.0,60.36
2022.0,1.0,P0016,Groceries,East,103.0,90.0,107.56,60.15,15.0,Sunny,1.0,64.52
2022.0,1.0,P0017,Furniture,East,266.0,164.0,259.6,31.07,20.0,Rainy,1.0,30.57
2022.0,1.0,P0018,Furniture,South,235.0,49.0,234.25,22.58,20.0,Cloudy,1.0,27.56
2022.0,1.0,P0019,Electronics,East,154.0,169.0,169.61,85.04,5.0,Cloudy,0.0,82.62
2022.0,1.0,P0020,Toys,West,176.0,182.0,183.29,15.56,0.0,Sunny,1.0,19.15
2022.0,1.0,P0001,Furniture,West,16.0,193.0,16.11,27.53,5.0,Rainy,1.0,27.08
2022.0,1.0,P0002,Furniture,North,124.0,143.0,123.66,37.38,10.0,Rainy,0.0,32.62
2022.0,1.0,P0003,Furniture,South,9.0,133.0,2.7,50.84,20.0,Cloudy,0.0,47.23
2022.0,1.0,P0004,Furniture,West,344.0,67.0,362.44,35.38,20.0,Cloudy,1.0,37.69
2022.0,1.0,P0005,Toys,West,263.0,90.0,254.9,84.84,15.0,Sunny,1.0,84.34
2022.0,1.0,P0006,Groceries,South,259.0,185.0,273.03,78.72,0.0,Sunny,1.0,81.3
2022.0,1.0,P0007,Groceries,East,79.0,105.0,70.02,74.55,5.0,Rainy,1.0,79.42
2022.0,1.0,P0008,Electronics,West,230.0,196.0,232.49,67.34,5.0,Sunny,0.0,65.41
2022.0,1.0,P0009,Electronics,West,183.0,119.0,186.8,49.71,15.0,Sunny,0.0,51.53
2022.0,1.0,P0010,Clothing,East,144.0,46.0,158.27,98.8,15.0,Snowy,0.0,100.38
2022.0,1.0,P0011,Toys,South,249.0,168.0,264.12,63.1,15.0,Rainy,0.0,63.62
2022.0,1.0,P0012,Toys,East,3.0,120.0,-6.05,38.97,20.0,Sunny,1.0,41.52
2022.0,1.0,P0013,Furniture,North,213.0,72.0,219.8,94.9,15.0,Rainy,1.0,92.72
2022.0,1.0,P0014,Toys,South,57.0,69.0,57.46,26.07,0.0,Sunny,0.0,22.55
2022.0,1.0,P0015,Clothing,North,38.0,196.0,48.25,27.47,0.0,Rainy,1.0,24.16
2022.0,1.0,P0016,Groceries,North,302.0,192.0,305.39,44.77,20.0,Sunny,1.0,49.66
2022.0,1.0,P0017,Groceries,East,136.0,65.0,144.26,54.54,15.0,Sunny,1.0,54.89
2022.0,1.0,P0018,Clothing,West,54.0,165.0,60.77,83.03,20.0,Cloudy,1.0,84.29
2022.0,1.0,P0019,Clothing,South,410.0,96.0,425.75,10.17,0.0,Rainy,0.0,9.52
2022.0,1.0,P0020,Toys,West,168.0,168.0,160.65,30.0,10.0,Cloudy,1.0,32.95
2022.0,1.0,P0001,Furniture,East,48.0,160.0,60.4,20.51,20.0,Snowy,1.0,17.82
2022.0,1.0,P0002,Furniture,South,112.0,160.0,107.97,87.79,10.0,Rainy,0.0,84.89
2022.0,1.0,P0003,Toys,North,67.0,20.0,76.09,52.77,20.0,Sunny,0.0,57.47
2022.0,1.0,P0004,Electronics,East,149.0,126.0,140.9,53.82,10.0,Cloudy,0.0,54.7
2022.0,1.0,P0005,Toys,East,317.0,40.0,331.04,36.25,20.0,Snowy,0.0,32.19
2022.0,1.0,P0006,Toys,North,277.0,174.0,286.47,57.78,15.0,Rainy,0.0,55.85
2022.0,1.0,P0007,Electronics,West,6.0,191.0,3.26,30.24,0.0,Sunny,0.0,33.1
2022.0,1.0,P0008,Electronics,North,22.0,108.0,12.51,35.64,0.0,Snowy,0.0,40.16
2022.0,1.0,P0009,Clothing,West,326.0,187.0,323.46,91.12,5.0,Rainy,0.0,95.77
2022.0,1.0,P0010,Clothing,South,172.0,60.0,172.46,92.76,15.0,Sunny,0.0,89.04
2022.0,1.0,P0011,Clothing,West,314.0,187.0,318.2,41.52,0.0,Snowy,1.0,46.04
2022.0,1.0,P0012,Toys,South,48.0,68.0,63.14,14.82,20.0,Cloudy,1.0,15.72
2022.0,1.0,P0013,Toys,South,379.0,167.0,374.54,53.87,0.0,Rainy,0.0,53.47
